qid,docid,docno,rank,score,query,features
15638,596,6662,75,9.827841344686616,Ted and Marshall ask for apologies from each other,[4.89906101 4.04184087]
15638,919,10513,76,9.827841344686616,Ted and Marshall ask for apologies from each other,[4.89906101 4.04184087]
15638,1468,16365,77,9.827841344686616,Ted and Marshall ask for apologies from each other,[4.89906101 4.04184087]
15638,5778,63561,78,9.824720077997164,Ted and Marshall ask for apologies from each other,[4.74663575 3.20978262]
15638,2976,32759,79,9.790920812072587,Ted and Marshall ask for apologies from each other,[4.74328505 2.41574548]
15638,5650,61930,80,9.790920812072587,Ted and Marshall ask for apologies from each other,[4.74328505 2.41574548]
15638,5789,63636,81,9.790920812072587,Ted and Marshall ask for apologies from each other,[4.74328505 2.41574548]
15638,2241,24688,82,9.754884076225478,Ted and Marshall ask for apologies from each other,[4.70522333 3.62111634]
15638,4660,51229,83,9.713457002777897,Ted and Marshall ask for apologies from each other,[4.68960199 3.83781374]
15638,4291,47533,84,9.709690896526103,Ted and Marshall ask for apologies from each other,[4.65603704 3.3279515 ]
15638,475,5260,85,9.620549250619803,Ted and Marshall ask for apologies from each other,[4.59775813 2.70599745]
15638,2685,29474,86,9.620549250619803,Ted and Marshall ask for apologies from each other,[4.59775813 2.70599745]
15638,6785,74536,87,9.620549250619803,Ted and Marshall ask for apologies from each other,[4.59775813 2.70599745]
15638,1810,20040,88,9.597324098631228,Ted and Marshall ask for apologies from each other,[4.57038206 3.42496375]
15638,5615,61607,89,9.544530199564116,Ted and Marshall ask for apologies from each other,[3.69626756 4.8227805 ]
15638,1716,19017,90,9.528903966826485,Ted and Marshall ask for apologies from each other,[4.78210583 5.24784952]
15638,1607,17819,91,9.456005541189313,Ted and Marshall ask for apologies from each other,[4.46613326 2.91771928]
15638,2380,26072,92,9.456005541189313,Ted and Marshall ask for apologies from each other,[4.46613326 2.91771928]
15638,4397,48528,93,9.456005541189313,Ted and Marshall ask for apologies from each other,[4.46613326 2.91771928]
15638,5,108,94,9.342820242725864,Ted and Marshall ask for apologies from each other,[4.62407137 4.08797479]
15638,5282,57997,95,9.342820242725864,Ted and Marshall ask for apologies from each other,[4.62407137 4.08797479]
15638,2010,22082,96,9.296995684615139,Ted and Marshall ask for apologies from each other,[4.3457152 3.0746095]
15638,4398,48532,97,9.296995684615139,Ted and Marshall ask for apologies from each other,[4.3457152 3.0746095]
15638,6184,67983,98,9.296995684615139,Ted and Marshall ask for apologies from each other,[4.3457152 3.0746095]
15638,7096,77872,99,9.275304695767762,Ted and Marshall ask for apologies from each other,[4.33807808 3.6258448 ]
429,1037,11827,0,23.02280578052585,Howard inquires about the well being of Bernie,[11.82718711  4.82340911]
429,4219,46776,1,21.02218331492375,Howard inquires about the well being of Bernie,[10.45741821  7.77556151]
429,397,4304,2,19.4058870013951,Howard inquires about the well being of Bernie,[9.64085445 8.36707692]
429,1664,18370,3,16.46241472318195,Howard inquires about the well being of Bernie,[8.13889086 9.26421152]
429,1102,12615,4,14.900976440703095,Howard inquires about the well being of Bernie,[7.4264114  6.12552037]
429,4565,50260,5,14.51875512249273,Howard inquires about the well being of Bernie,[7.37436859 6.35233608]
429,4030,44716,6,12.204502728186382,Howard inquires about the well being of Bernie,[5.67316236 8.22029063]
429,4078,45177,7,11.94736279837228,Howard inquires about the well being of Bernie,[5.56567403 5.70752558]
429,6972,76549,8,11.688188394225197,Howard inquires about the well being of Bernie,[5.83097359 5.38656889]
429,2482,27251,9,11.318005208116244,Howard inquires about the well being of Bernie,[5.65137026 4.77590489]
429,6403,70405,10,11.008138656007684,Howard inquires about the well being of Bernie,[5.42647527 4.84086757]
429,7128,78146,11,10.842038652421293,Howard inquires about the well being of Bernie,[5.29468762 5.58605173]
429,614,6936,12,10.43666458257353,Howard inquires about the well being of Bernie,[5.03798837 4.87713855]
429,1703,18894,13,10.43666458257353,Howard inquires about the well being of Bernie,[5.03798837 4.87713855]
429,4147,45954,14,10.172615137354677,Howard inquires about the well being of Bernie,[4.86769099 4.8685165 ]
429,4964,54883,15,10.007575140416225,Howard inquires about the well being of Bernie,[4.5042427  6.92811437]
429,5615,61607,16,9.954173871328264,Howard inquires about the well being of Bernie,[5.02216267 5.90362675]
429,4194,46471,17,9.921596992540513,Howard inquires about the well being of Bernie,[4.71020862 4.84954589]
429,5525,60674,18,9.682668703023486,Howard inquires about the well being of Bernie,[4.56381263 4.82349729]
429,3929,43479,19,9.28330148613424,Howard inquires about the well being of Bernie,[4.385996   5.43210612]
429,5667,62201,20,9.237748505005204,Howard inquires about the well being of Bernie,[4.29897459 4.75838339]
429,6671,73385,21,9.022876817313858,Howard inquires about the well being of Bernie,[4.44948487 5.1511148 ]
429,6243,68500,22,8.939063616025628,Howard inquires about the well being of Bernie,[4.16462049 5.35601581]
429,1452,16245,23,8.908364932712017,Howard inquires about the well being of Bernie,[4.7892733  3.52882404]
429,4305,47658,24,8.868507643297745,Howard inquires about the well being of Bernie,[4.70501052 2.5236212 ]
429,723,8309,25,8.803162697735841,Howard inquires about the well being of Bernie,[4.64431397 3.08291113]
429,2133,23428,26,8.760894065296247,Howard inquires about the well being of Bernie,[4.59884062 2.73074259]
429,6890,75631,27,8.738773658233056,Howard inquires about the well being of Bernie,[4.61065684 3.51735782]
429,769,8871,28,8.72339016392003,Howard inquires about the well being of Bernie,[4.57039638 3.18456034]
429,5168,56804,29,8.67756294191317,Howard inquires about the well being of Bernie,[4.56147844 1.90894751]
429,1015,11552,30,8.655860818349728,Howard inquires about the well being of Bernie,[4.5000314  2.89677176]
429,5538,60786,31,8.642090325888885,Howard inquires about the well being of Bernie,[3.95720639 4.64534698]
429,5753,63218,32,8.523890847991575,Howard inquires about the well being of Bernie,[4.4043243  2.29004869]
429,2766,30478,33,8.482111079823355,Howard inquires about the well being of Bernie,[4.38733148 3.70269237]
429,3051,33623,34,8.453172787147283,Howard inquires about the well being of Bernie,[4.32055873 3.13968523]
429,3347,36925,35,8.453172787147283,Howard inquires about the well being of Bernie,[4.32055873 3.13968523]
429,582,6506,36,8.375566842384794,Howard inquires about the well being of Bernie,[4.26466232 2.56170266]
429,3921,43425,37,8.375566842384794,Howard inquires about the well being of Bernie,[4.26466232 2.56170266]
429,1896,20884,38,8.355347226244652,Howard inquires about the well being of Bernie,[4.2384211  3.22854248]
429,3069,33857,39,8.285902135951847,Howard inquires about the well being of Bernie,[3.75832602 4.56679436]
429,3305,36552,40,8.27355041673536,Howard inquires about the well being of Bernie,[4.1885312  3.55225058]
429,3075,33890,41,8.259759963135188,Howard inquires about the well being of Bernie,[4.16059332 3.3013138 ]
429,5174,56910,42,8.259759963135188,Howard inquires about the well being of Bernie,[4.16059332 3.3013138 ]
429,5511,60483,43,8.259759963135188,Howard inquires about the well being of Bernie,[4.16059332 3.3013138 ]
429,5883,64608,44,8.259759963135188,Howard inquires about the well being of Bernie,[4.16059332 3.3013138 ]
429,7277,79726,45,8.23231651426655,Howard inquires about the well being of Bernie,[4.13858607 2.75863428]
429,1996,21926,46,8.16633504665858,Howard inquires about the well being of Bernie,[4.08662941 3.36103156]
429,2733,30092,47,8.093883910509627,Howard inquires about the well being of Bernie,[4.02344966 2.9035222 ]
429,3202,35439,48,8.093883910509627,Howard inquires about the well being of Bernie,[4.02344966 2.9035222 ]
429,5346,58725,49,8.093883910509627,Howard inquires about the well being of Bernie,[4.02344966 2.9035222 ]
429,5887,64648,50,8.093883910509627,Howard inquires about the well being of Bernie,[4.02344966 2.9035222 ]
429,6372,70145,51,8.093883910509627,Howard inquires about the well being of Bernie,[4.02344966 2.9035222 ]
429,668,7688,52,8.05424920320571,Howard inquires about the well being of Bernie,[3.98884276 6.31293954]
429,1863,20573,53,7.977254593939403,Howard inquires about the well being of Bernie,[4.00046511 3.94477117]
429,130,1434,54,7.96003000945009,Howard inquires about the well being of Bernie,[3.91736385 3.01128847]
429,5244,57651,55,7.96003000945009,Howard inquires about the well being of Bernie,[3.91736385 3.01128847]
429,5711,62702,56,7.96003000945009,Howard inquires about the well being of Bernie,[3.91736385 3.01128847]
429,6346,69805,57,7.96003000945009,Howard inquires about the well being of Bernie,[3.91736385 3.01128847]
429,1385,15632,58,7.926800124963136,Howard inquires about the well being of Bernie,[4.16580996 3.91448678]
429,4503,49734,59,7.926800124963136,Howard inquires about the well being of Bernie,[4.16580996 3.91448678]
429,2801,30868,60,7.8983247181297385,Howard inquires about the well being of Bernie,[3.8844374  3.48314252]
429,6460,71152,61,7.885193677735481,Howard inquires about the well being of Bernie,[3.83262347 4.94634588]
429,7931,86892,62,7.867829436900496,Howard inquires about the well being of Bernie,[3.8820953  3.69905229]
429,2405,26368,63,7.83053134362998,Howard inquires about the well being of Bernie,[3.818924   3.09197269]
429,2585,28336,64,7.83053134362998,Howard inquires about the well being of Bernie,[3.818924   3.09197269]
429,3846,42533,65,7.83053134362998,Howard inquires about the well being of Bernie,[3.818924   3.09197269]
429,4790,52928,66,7.83053134362998,Howard inquires about the well being of Bernie,[3.818924   3.09197269]
429,133,1456,67,7.812854888096107,Howard inquires about the well being of Bernie,[3.82268345 3.50987433]
429,3679,40511,68,7.811026409591725,Howard inquires about the well being of Bernie,[4.08920506 3.93065921]
429,3026,33400,69,7.761497664425707,Howard inquires about the well being of Bernie,[3.85733884 4.04342474]
429,1170,13240,70,7.7451013894125404,Howard inquires about the well being of Bernie,[4.05734046 2.90656646]
429,3608,39835,71,7.7451013894125404,Howard inquires about the well being of Bernie,[4.05734046 2.90656646]
429,2746,30289,72,7.729215037980396,Howard inquires about the well being of Bernie,[3.7633785  3.53143444]
429,5647,61912,73,7.722877327139065,Howard inquires about the well being of Bernie,[3.70370293 4.86291288]
429,635,7228,74,7.705178754824335,Howard inquires about the well being of Bernie,[3.72705196 3.15249831]
429,1891,20848,75,7.705178754824335,Howard inquires about the well being of Bernie,[3.72705196 3.15249831]
429,5448,59916,76,7.705178754824335,Howard inquires about the well being of Bernie,[3.72705196 3.15249831]
429,6724,73979,77,7.705178754824335,Howard inquires about the well being of Bernie,[3.72705196 3.15249831]
429,7948,87140,78,7.705178754824335,Howard inquires about the well being of Bernie,[3.72705196 3.15249831]
429,2241,24688,79,7.69858584438766,Howard inquires about the well being of Bernie,[4.01590361 3.94218064]
429,6856,75234,80,7.69858584438766,Howard inquires about the well being of Bernie,[4.01590361 3.94218064]
429,1982,21834,81,7.671023289200501,Howard inquires about the well being of Bernie,[3.77054079 3.9224594 ]
429,2155,23738,82,7.633958589763503,Howard inquires about the well being of Bernie,[3.79434434 1.77678839]
429,3389,37360,83,7.633958589763503,Howard inquires about the well being of Bernie,[3.79434434 1.77678839]
429,4167,46235,84,7.633958589763503,Howard inquires about the well being of Bernie,[3.79434434 1.77678839]
429,6996,76758,85,7.633958589763503,Howard inquires about the well being of Bernie,[3.79434434 1.77678839]
429,1568,17478,86,7.589336528858422,Howard inquires about the well being of Bernie,[3.94563942 3.94987764]
429,1885,20808,87,7.583776266762671,Howard inquires about the well being of Bernie,[3.64089853 3.1977535 ]
429,3875,42872,88,7.583776266762671,Howard inquires about the well being of Bernie,[3.64089853 3.1977535 ]
429,4265,47196,89,7.583776266762671,Howard inquires about the well being of Bernie,[3.64089853 3.1977535 ]
429,4713,52013,90,7.567195117104788,Howard inquires about the well being of Bernie,[3.65140436 3.56206887]
429,4756,52456,91,7.488705934374974,Howard inquires about the well being of Bernie,[3.59842866 3.57233678]
429,729,8367,92,7.466140062765575,Howard inquires about the well being of Bernie,[3.55978045 3.23126421]
429,2695,29578,93,7.466140062765575,Howard inquires about the well being of Bernie,[3.55978045 3.23126421]
429,3146,34862,94,7.466140062765575,Howard inquires about the well being of Bernie,[3.55978045 3.23126421]
429,6100,67082,95,7.466140062765575,Howard inquires about the well being of Bernie,[3.55978045 3.23126421]
429,2795,30829,96,7.411828262548304,Howard inquires about the well being of Bernie,[3.54728312 3.57987042]
429,4911,54170,97,7.3992511160687355,Howard inquires about the well being of Bernie,[3.57990337 2.15591421]
429,5543,60819,98,7.3992511160687355,Howard inquires about the well being of Bernie,[3.57990337 2.15591421]
429,5965,65628,99,7.3992511160687355,Howard inquires about the well being of Bernie,[3.57990337 2.15591421]
26093,243,2558,0,18.84107691710971,Phoebe breaks some shocking relationship news to Rachel,[9.39093489 8.05320274]
26093,3995,44238,1,17.361090162697412,Phoebe breaks some shocking relationship news to Rachel,[9.47845054 4.04449376]
26093,7873,86244,2,14.877334193532121,Phoebe breaks some shocking relationship news to Rachel,[7.21856686 6.15878669]
26093,5797,63702,3,14.556035135851412,Phoebe breaks some shocking relationship news to Rachel,[7.44867558 6.24800464]
26093,5005,55293,4,14.453088742560965,Phoebe breaks some shocking relationship news to Rachel,[7.02762431 7.97541566]
26093,6995,76745,5,14.361073454213795,Phoebe breaks some shocking relationship news to Rachel,[7.54448178 4.46462012]
26093,5430,59710,6,14.028163595008762,Phoebe breaks some shocking relationship news to Rachel,[7.07992519 4.95112793]
26093,5577,61154,7,13.965090153260586,Phoebe breaks some shocking relationship news to Rachel,[6.81073677 7.64894216]
26093,4179,46363,8,13.766931813218505,Phoebe breaks some shocking relationship news to Rachel,[7.01519846 5.85246829]
26093,3701,40772,9,13.685475315001359,Phoebe breaks some shocking relationship news to Rachel,[6.57184938 6.08151288]
26093,3591,39665,10,13.253785082998075,Phoebe breaks some shocking relationship news to Rachel,[6.5363692  6.87576405]
26093,95,1025,11,13.238352227378535,Phoebe breaks some shocking relationship news to Rachel,[6.49492963 4.58434067]
26093,5693,62502,12,13.238352227378535,Phoebe breaks some shocking relationship news to Rachel,[6.49492963 4.58434067]
26093,4261,47128,13,13.162691133668577,Phoebe breaks some shocking relationship news to Rachel,[6.42492463 5.44852392]
26093,3880,42915,14,13.137966651223152,Phoebe breaks some shocking relationship news to Rachel,[6.67083617 6.15702802]
26093,1166,13210,15,13.019242284923457,Phoebe breaks some shocking relationship news to Rachel,[6.18817491 6.06810928]
26093,6035,66423,16,12.875497180074294,Phoebe breaks some shocking relationship news to Rachel,[6.24556634 6.89268828]
26093,466,5136,17,12.823729223281216,Phoebe breaks some shocking relationship news to Rachel,[6.35117705 5.61208445]
26093,6553,72048,18,12.770915939009736,Phoebe breaks some shocking relationship news to Rachel,[6.40048173 6.77926506]
26093,5877,64559,19,12.735848143635252,Phoebe breaks some shocking relationship news to Rachel,[6.41923138 6.93227789]
26093,3297,36504,20,12.49306318470142,Phoebe breaks some shocking relationship news to Rachel,[5.93694463 4.94255998]
26093,3652,40320,21,12.49306318470142,Phoebe breaks some shocking relationship news to Rachel,[5.93694463 4.94255998]
26093,1963,21603,22,12.415527041224635,Phoebe breaks some shocking relationship news to Rachel,[6.04730993 7.03554284]
26093,1320,14951,23,12.402369253628429,Phoebe breaks some shocking relationship news to Rachel,[5.91062767 5.60646816]
26093,39,520,24,12.324899826352144,Phoebe breaks some shocking relationship news to Rachel,[5.88402217 6.56121366]
26093,6031,66380,25,12.322204439196888,Phoebe breaks some shocking relationship news to Rachel,[5.95446905 7.18058775]
26093,3190,35341,26,12.305162682315068,Phoebe breaks some shocking relationship news to Rachel,[6.11562415 5.26633284]
26093,1867,20591,27,12.275102069260786,Phoebe breaks some shocking relationship news to Rachel,[6.03812985 6.30099573]
26093,2371,26043,28,12.168917984479284,Phoebe breaks some shocking relationship news to Rachel,[5.7609558  5.62410342]
26093,5406,59426,29,12.168917984479284,Phoebe breaks some shocking relationship news to Rachel,[5.7609558  5.62410342]
26093,7220,79157,30,12.168917984479284,Phoebe breaks some shocking relationship news to Rachel,[5.7609558  5.62410342]
26093,2033,22358,31,12.161594621501155,Phoebe breaks some shocking relationship news to Rachel,[6.25453645 6.0455156 ]
26093,3179,35193,32,12.151025666328326,Phoebe breaks some shocking relationship news to Rachel,[5.70364616 5.01453896]
26093,6327,69589,33,12.151025666328326,Phoebe breaks some shocking relationship news to Rachel,[5.70364616 5.01453896]
26093,6666,73347,34,12.151025666328326,Phoebe breaks some shocking relationship news to Rachel,[5.70364616 5.01453896]
26093,3459,38208,35,12.041973210664594,Phoebe breaks some shocking relationship news to Rachel,[5.67101059 6.71523706]
26093,3958,43805,36,12.022545575012298,Phoebe breaks some shocking relationship news to Rachel,[5.91028263 6.96116064]
26093,383,4174,37,12.018583421433394,Phoebe breaks some shocking relationship news to Rachel,[5.8387477  6.64690889]
26093,3004,33183,38,11.944456877698451,Phoebe breaks some shocking relationship news to Rachel,[5.6200579  5.63098273]
26093,3012,33287,39,11.875332532650576,Phoebe breaks some shocking relationship news to Rachel,[5.55354959 5.97798492]
26093,1013,11519,40,11.827217792845643,Phoebe breaks some shocking relationship news to Rachel,[5.49262687 5.0497082 ]
26093,4054,44990,41,11.827217792845643,Phoebe breaks some shocking relationship news to Rachel,[5.49262687 5.0497082 ]
26093,5066,55849,42,11.827217792845643,Phoebe breaks some shocking relationship news to Rachel,[5.49262687 5.0497082 ]
26093,1730,19195,43,11.810782525192568,Phoebe breaks some shocking relationship news to Rachel,[5.56234026 5.60884283]
26093,4192,46458,44,11.761559406043848,Phoebe breaks some shocking relationship news to Rachel,[5.69376821 6.61114786]
26093,7492,82183,45,11.69009323836373,Phoebe breaks some shocking relationship news to Rachel,[5.70801685 7.13302649]
26093,4381,48384,46,11.672561766213407,Phoebe breaks some shocking relationship news to Rachel,[5.48693541 6.48091662]
26093,5539,60788,47,11.54925862814184,Phoebe breaks some shocking relationship news to Rachel,[5.47668533 5.78679184]
26093,7360,80688,48,11.520430810395341,Phoebe breaks some shocking relationship news to Rachel,[5.36097745 5.62175864]
26093,7375,80901,49,11.400246609749164,Phoebe breaks some shocking relationship news to Rachel,[5.36899098 6.49615508]
26093,7784,85306,50,11.384925615549534,Phoebe breaks some shocking relationship news to Rachel,[5.30207589 5.59590322]
26093,7213,79054,51,11.375585949086076,Phoebe breaks some shocking relationship news to Rachel,[5.28468494 5.91712856]
26093,3191,35346,52,11.313697385583886,Phoebe breaks some shocking relationship news to Rachel,[5.27530826 6.42052952]
26093,286,2917,53,11.28862468595307,Phoebe breaks some shocking relationship news to Rachel,[5.56052482 5.94320171]
26093,1144,13009,54,11.272558725378698,Phoebe breaks some shocking relationship news to Rachel,[5.19605242 6.00643067]
26093,253,2634,55,11.228756421978563,Phoebe breaks some shocking relationship news to Rachel,[5.12273177 5.05598435]
26093,1392,15702,56,11.228756421978563,Phoebe breaks some shocking relationship news to Rachel,[5.12273177 5.05598435]
26093,4609,50762,57,11.228756421978563,Phoebe breaks some shocking relationship news to Rachel,[5.12273177 5.05598435]
26093,7918,86729,58,11.228756421978563,Phoebe breaks some shocking relationship news to Rachel,[5.12273177 5.05598435]
26093,89,981,59,11.08707849408296,Phoebe breaks some shocking relationship news to Rachel,[5.19634395 5.7597526 ]
26093,6011,66155,60,11.08707849408296,Phoebe breaks some shocking relationship news to Rachel,[5.19634395 5.7597526 ]
26093,6815,74891,61,10.989781063530593,Phoebe breaks some shocking relationship news to Rachel,[5.06765762 5.56330753]
26093,289,3034,62,10.951677070449282,Phoebe breaks some shocking relationship news to Rachel,[4.95869142 5.04015122]
26093,3561,39367,63,10.705980326301272,Phoebe breaks some shocking relationship news to Rachel,[4.92463563 5.82577879]
26093,3378,37269,64,10.687942767216384,Phoebe breaks some shocking relationship news to Rachel,[4.80607385 5.01677775]
26093,7818,85679,65,10.687942767216384,Phoebe breaks some shocking relationship news to Rachel,[4.80607385 5.01677775]
26093,3626,40081,66,10.663481871023833,Phoebe breaks some shocking relationship news to Rachel,[4.94565751 5.71375852]
26093,6492,71474,67,10.585969354695273,Phoebe breaks some shocking relationship news to Rachel,[4.93184541 5.68683738]
26093,3823,42318,68,10.569001574322291,Phoebe breaks some shocking relationship news to Rachel,[5.01858559 5.27175286]
26093,5973,65748,69,10.569001574322291,Phoebe breaks some shocking relationship news to Rachel,[5.01858559 5.27175286]
26093,7934,86959,70,10.447545715153062,Phoebe breaks some shocking relationship news to Rachel,[4.75518778 5.4934854 ]
26093,3913,43326,71,10.442999079982249,Phoebe breaks some shocking relationship news to Rachel,[4.93266785 5.73220464]
26093,1280,14484,72,10.436612071909089,Phoebe breaks some shocking relationship news to Rachel,[4.66345728 4.98818323]
26093,3632,40119,73,10.436612071909089,Phoebe breaks some shocking relationship news to Rachel,[4.66345728 4.98818323]
26093,5402,59402,74,10.436612071909089,Phoebe breaks some shocking relationship news to Rachel,[4.66345728 4.98818323]
26093,6234,68424,75,10.436612071909089,Phoebe breaks some shocking relationship news to Rachel,[4.66345728 4.98818323]
26093,6768,74353,76,10.416790795957892,Phoebe breaks some shocking relationship news to Rachel,[4.7209161  5.50023796]
26093,3106,34249,77,10.413753185661328,Phoebe breaks some shocking relationship news to Rachel,[4.9951909  5.94810095]
26093,7368,80752,78,10.265555994353011,Phoebe breaks some shocking relationship news to Rachel,[4.64619201 5.99705906]
26093,1595,17707,79,10.253708361226785,Phoebe breaks some shocking relationship news to Rachel,[4.6296572  5.47344756]
26093,5578,61171,80,10.196830062832198,Phoebe breaks some shocking relationship news to Rachel,[4.52967802 4.95598283]
26093,7567,83028,81,10.094261430374033,Phoebe breaks some shocking relationship news to Rachel,[4.74354331 5.21037017]
26093,7212,79041,82,10.070375921714069,Phoebe breaks some shocking relationship news to Rachel,[5.29779993 2.83385743]
26093,733,8487,83,10.050239825957252,Phoebe breaks some shocking relationship news to Rachel,[5.04138857 5.93688207]
26093,7653,83835,84,9.967818621316006,Phoebe breaks some shocking relationship news to Rachel,[4.40376946 4.92132106]
26093,4559,50215,85,9.941958156750289,Phoebe breaks some shocking relationship news to Rachel,[4.78522408 6.70371637]
26093,5423,59626,86,9.769995593882072,Phoebe breaks some shocking relationship news to Rachel,[5.06470832 3.13618052]
26093,6459,71143,87,9.650735369289647,Phoebe breaks some shocking relationship news to Rachel,[4.29792772 5.35952017]
26093,1899,20904,88,9.252356956327958,Phoebe breaks some shocking relationship news to Rachel,[4.8386696  3.03199624]
26093,4338,48004,89,9.219967120696033,Phoebe breaks some shocking relationship news to Rachel,[4.68134677 3.44016923]
26093,5624,61685,90,9.15486965952004,Phoebe breaks some shocking relationship news to Rachel,[4.11082499 5.42425767]
26093,3785,41932,91,9.14273507458715,Phoebe breaks some shocking relationship news to Rachel,[4.49496532 4.62229899]
26093,1828,20230,92,8.967541064186038,Phoebe breaks some shocking relationship news to Rachel,[4.51847245 3.51694963]
26093,4268,47230,93,8.967541064186038,Phoebe breaks some shocking relationship news to Rachel,[4.51847245 3.51694963]
26093,2113,23311,94,8.954323814435451,Phoebe breaks some shocking relationship news to Rachel,[4.39786421 4.61552427]
26093,6466,71183,95,8.954323814435451,Phoebe breaks some shocking relationship news to Rachel,[4.39786421 4.61552427]
26093,1817,20124,96,8.94714729806212,Phoebe breaks some shocking relationship news to Rachel,[4.18669919 6.02522966]
26093,6091,66989,97,8.930411786015775,Phoebe breaks some shocking relationship news to Rachel,[4.59670707 4.40676309]
26093,405,4376,98,8.871243934656704,Phoebe breaks some shocking relationship news to Rachel,[3.87959439 5.18305787]
26093,2423,26518,99,8.773521223503693,Phoebe breaks some shocking relationship news to Rachel,[4.30494968 4.607585  ]
55593,1493,16625,0,20.882035766518722,Monica tells Mike to put the ball in play,[10.11927189  9.52215484]
55593,1039,11836,1,20.398136095819297,Monica tells Mike to put the ball in play,[10.4021      6.40752886]
55593,472,5231,2,17.21555596180445,Monica tells Mike to put the ball in play,[8.48056454 7.90643259]
55593,6048,66559,3,16.37464790874533,Monica tells Mike to put the ball in play,[7.88377471 7.88726422]
55593,5985,65917,4,14.793939024007617,Monica tells Mike to put the ball in play,[7.3122031  6.58590383]
55593,288,2984,5,14.756010467590478,Monica tells Mike to put the ball in play,[7.10448583 8.13679334]
55593,3390,37370,6,13.72417289738803,Monica tells Mike to put the ball in play,[6.63344531 8.04289202]
55593,5113,56240,7,12.998363744136208,Monica tells Mike to put the ball in play,[6.256286  5.7113908]
55593,4381,48384,8,12.947003072685419,Monica tells Mike to put the ball in play,[6.23048673 7.60997442]
55593,6842,75121,9,12.896919031786265,Monica tells Mike to put the ball in play,[5.9189315  6.48974009]
55593,4020,44659,10,12.885145268697862,Monica tells Mike to put the ball in play,[6.47477028 4.45867723]
55593,2920,32201,11,12.782612145526057,Monica tells Mike to put the ball in play,[5.97212907 7.11951523]
55593,3701,40772,12,12.675521797528317,Monica tells Mike to put the ball in play,[6.3385199  4.60589948]
55593,7793,85405,13,12.675521797528317,Monica tells Mike to put the ball in play,[6.3385199  4.60589948]
55593,7045,77217,14,12.472609708673055,Monica tells Mike to put the ball in play,[6.2102663  4.72301564]
55593,3875,42872,15,12.276091769318707,Monica tells Mike to put the ball in play,[6.0890283  4.81696615]
55593,6083,66940,16,12.146884624097034,Monica tells Mike to put the ball in play,[5.96942343 5.51812224]
55593,6914,75838,17,12.146884624097034,Monica tells Mike to put the ball in play,[5.96942343 5.51812224]
55593,5951,65473,18,12.041251254067571,Monica tells Mike to put the ball in play,[6.23876938 5.32311268]
55593,2972,32708,19,11.662115532523782,Monica tells Mike to put the ball in play,[5.9970946  4.70543956]
55593,95,1025,20,11.620132116945848,Monica tells Mike to put the ball in play,[5.74755128 3.45037337]
55593,7381,80977,21,11.583899348836258,Monica tells Mike to put the ball in play,[6.03516738 6.82144595]
55593,7477,81988,22,11.428165960015388,Monica tells Mike to put the ball in play,[5.34491189 7.9179134 ]
55593,4597,50650,23,11.41320546062528,Monica tells Mike to put the ball in play,[5.6645955  3.98987668]
55593,3118,34356,24,11.283564656410643,Monica tells Mike to put the ball in play,[5.52478786 3.66278792]
55593,3157,34964,25,11.24426055213827,Monica tells Mike to put the ball in play,[5.67227397 6.55921819]
55593,517,5653,26,11.145154614556672,Monica tells Mike to put the ball in play,[5.59142525 5.48898316]
55593,2001,21968,27,11.140134014972746,Monica tells Mike to put the ball in play,[5.33564037 6.40220857]
55593,151,1608,28,11.023540189270996,Monica tells Mike to put the ball in play,[5.51441472 4.89692994]
55593,4294,47545,29,10.993715379211045,Monica tells Mike to put the ball in play,[5.37298747 6.09878455]
55593,138,1516,30,10.965945176420917,Monica tells Mike to put the ball in play,[5.32614536 3.8008498 ]
55593,5866,64390,31,10.965945176420917,Monica tells Mike to put the ball in play,[5.32614536 3.8008498 ]
55593,115,1204,32,10.763307824719291,Monica tells Mike to put the ball in play,[4.97027976 5.56402897]
55593,1773,19696,33,10.763307824719291,Monica tells Mike to put the ball in play,[4.97027976 5.56402897]
55593,4582,50444,34,10.711499136845655,Monica tells Mike to put the ball in play,[5.44549133 5.6794859 ]
55593,476,5265,35,10.711294313650328,Monica tells Mike to put the ball in play,[5.02190134 6.20010087]
55593,4860,53570,36,10.472910537199917,Monica tells Mike to put the ball in play,[4.6888703 6.1546583]
55593,7016,76959,37,10.451266564048282,Monica tells Mike to put the ball in play,[5.12089014 4.93645025]
55593,6368,70126,38,10.433509545880382,Monica tells Mike to put the ball in play,[5.1142751  6.00234884]
55593,708,8117,39,10.433364980034003,Monica tells Mike to put the ball in play,[5.94883185 3.10236854]
55593,2471,27082,40,10.383692178590797,Monica tells Mike to put the ball in play,[5.34182838 5.637935  ]
55593,6094,67007,41,10.381490911272856,Monica tells Mike to put the ball in play,[4.98206308 3.95473439]
55593,7442,81588,42,10.381490911272856,Monica tells Mike to put the ball in play,[4.98206308 3.95473439]
55593,2183,24012,43,10.25818105749217,Monica tells Mike to put the ball in play,[4.99631823 4.23623914]
55593,315,3376,44,10.171777929949801,Monica tells Mike to put the ball in play,[4.83730075 5.90720806]
55593,2168,23909,45,10.131074256851424,Monica tells Mike to put the ball in play,[4.80663571 5.79480218]
55593,1481,16490,46,9.97201410936513,Monica tells Mike to put the ball in play,[5.0816958  5.57407963]
55593,3402,37553,47,9.964035444979277,Monica tells Mike to put the ball in play,[4.32401501 7.97303053]
